Message,upFeatureList,Spam_Ham
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",512 12717 20573 41463 4096,0
Yay can't wait to party together!,0 539,0
....photoshop makes my computer shut down.,496 0 329,0
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,32 0 0 8 40 3 34 0 0 20,0
That's one of the issues but california is okay. No snow so its manageable,123 126 25 64 101 64 11,0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,127 111 113 32 108 127 127 0 17 30 112 127 60 7,1
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0 0 167 110 2 128,0
"Awesome, that gonna be soon or later tonight?",521 0 48,0
I need details about that online job.,64 108 0,0
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,0 224 32 194 16 182 0 0 16 0 102 0,1
Missing you too.pray inshah allah,53 1 46 0,0
Pls help me tell Ashley that i cant find her number oh,36 1 0 0 0 0,0
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,50 48 32 63 0 0 12,0
S.this will increase the chance of winning.,416 80 506,0
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,872 351 0 796 0,0
Maybe you should find something else to do instead???,208 0 127 223 7,0
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,49 0 1 38 2 34 0 41 51,0
I'm fine. Hope you are also,97 64,0
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",257 268 178 28 142 0 154 80,0
yes baby! I need to stretch open your pussy!,0 48 5 0 0,0
Thanks  and ! Or bomb and date as my phone wanted to say! ,2060 292 2047,0
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0 25 20 0 4 63 5 62 0 48 45 8 31,0
"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",451 274 0 56 0 0,0
Nokia phone is lovly..,256,0
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,63 1 48 59 4 21 16 8 10 0 4 45 16 0 13 63 57 0 0,1
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,63 1 48 59 4 21 16 8 10 0 4 45 16 0 13 63 57 0 0,1
Sorry da..today i wont come to play..i have driving clas..,255 255 64 181 134,0
I'm really sorry I lit your hair on fire,192 126 8,0
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",17 86 52 5 64 0 79 52 25 0 45 54 123 0 108 55 64 63 116 32 16 5 0 88 0 0 8 122 88 19,0
Okey dokey swashbuckling stuff what oh.,127 0 64 63,0
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",3384 939 474 0 1089,0
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,229432 1537 196664 65215 131184 3073 58889,0
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,9663 5335 6144 15103,0
Well. You know what i mean. Texting,0 8 16,0
Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,512 9 5 192,0
Lol! Oops sorry! Have fun. ,0 1 32,0
Wat happened to the cruise thing,64 51 0,0
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",70 1 107 0 107 38 0 106,0
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,0 3 0 13 3 0 8 15 35 56 41 0 16 1 39 4,1
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,57 48 18 4 46 0 0 23 32 0 49 37 4 0 46,0
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,32 243 0 12 4 0 1 49 0 0 0 0 0,1
Yeah just open chat and click friend lists. Then make the list. Easy as pie,32 0 46 0 0 48 0 8,0
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,3533 132 290 2323 3827,0
When/where do I pick you up,0 254,0
As usual u can call me ard 10 smth.,283 197,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",144 222 15 168 151 136 26 171 211 232 181 121 38,0
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,36 29 12 59 43 63 0 24 16 63 18 63 0,0
Poor girl can't go one day lmao,8296,0
Or just do that 6times,166 222,0
Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,727 153 1015 958 830 0 960 893 0 926 1023,1
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,36 1 25 24 16 31 0 0 54 4 0 23 6 31 22 0 0 16,0
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",32 50 56 48 51 19 39 19 39 18 23 59 45 17 0 6 63 59 33 0 16 8 61 31 45 0 0 0 51 0,0
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,128 190 0 0 10 214 247 215 192 0 8 0 151 44 254,0
Its worse if if uses half way then stops. Its better for him to complete it.,131 235 223 60 128 200,0
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,32 8 0 54 31 0 8 41 44 0 0 0 39 38 15 0 0 57,0
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,1544 757 960 1095 451 3 1075 0 0,1
2 and half years i missed your friendship:-),64 53 0 0,0
I cant pick the phone right now. Pls send a message,462 137 380 370,0
Oh for fuck's sake she's in like tallahassee,42 59 4 1 0,0
"Haha, that was the first person I was gonna ask",72 23 76 127,0
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",138 4 152 352 896 0 783 1003 1008 0 769,1
Taka lor. Wat time u wan 2 come n look 4 us?,65 106 0 4,0
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,272 16 224 479 233 192 256 32 0 469 92,1
"\I;m reaching in another 2 stops.\""""",255 184 208,0
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",14 63 32 0 11 18 8 63 63 8 48 32 23 63 29 0 54 0 17 59 63 1 24 58 55 24 58 21 32 5 33 1 55 0 38 43 63 32 29 56 44 2 12 0 63 0,0
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,53 1 56 0 35 48 7 31 20 31 8 0 8 21 16 63 34 16 8 2 24,1
Will you come online today night,777 0,0
Then anything special?,256 1,0
"I'm in solihull, | do you want anything?",209 0 20,0
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,0 8 0 0 113 117 0 36 36 34 12 5 85 0 75 18,0
Love that holiday Monday feeling even if I have to go to the dentists in an hour,528 941 0 320 0,0
I am on the way to tirupur.,49 47 33,0
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",46 3 59 31 0 0 14 37 47 16 28 40 63 27 0 63 35,1
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,2304 0 2929 439 400 42 2006 256 4015 4 3420 386 3090 1196 2093,0
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,52025146 46323376 5244436 8192,0
"Just dropped em off, omw back now",8943388,0
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",7549 7167 7613 96 128 287 8080 6494,1
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,128 16 217 0 251 16 32,0
Re your call; You didn't see my facebook huh?,1599 358 0,0
"G says you never answer your texts, confirm/deny",321 164 2 110,0
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",34 7 0 24 47 0 0 0 5 0 43 55 1 51 17 56,0
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,328 462 468 117 54 0 187 0 375 344 28 488,0
Oh yah... We never cancel leh... Haha ,4440064,0
We can go 4 e normal pilates after our intro...  ,65 70 123 34,0
Ok... Let u noe when i leave my house.,0 0 0,0
"Oh yes, why is it like torture watching england?",0 0 0,0
Wanna do some art?! :D,128 111,0
Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,73 124 115 0 5 59 85 0 16 63,0
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1024 1385 32 320 2047 207 63 1420 351 2047,1
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",41848 44025 48 1152 53246,1
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",9241 420 24 13483 7819 279 11006,0
Match started.india  &lt;#&gt;  for 2,32 2 4 58,0
Once free call me sir.,32 57,0
Hey do you want anything to buy:),64 60 2,0
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",1041 12 0 0 4,0
G wants to know where the fuck you are,40 25 63 63,0
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,58 16 5 0 0 31 0 22 12 53 46 45 62 0,0
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,64 81 8 61 85 0 41 15,0
ÌÏ go home liao? Ask dad to pick me up at 6...,2 16 137,0
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,127 29 127 32 0 16 127 0,0
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",384 0 0 15 27 257 449 0,0
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,4112 0 5248 0 1789,0
Wrong phone! This phone! I answer this one but assume the other is people i don't well,128 224 48 63 38 0 74,0
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",1663 0 2047 0 1783 1774 44,0
I'm already back home so no probably not,54976515,0
Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,68 51 119 0 64 10 0 0 111 125 74 0,1
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",258 191 0 0 0 0 128 0 482 0,1
I am in bus on the way to calicut,8118,0
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,2048 456 0 3315 1024 2132 3945 0,0
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,0 62 57 20 63 35 0 8 0 57 41 0 13 57 52,0
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",252 134 215 0 129 128 240 240 136 0 34 0 15,1
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,0 0 16 769 609 886 0,0
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,16400 256 1,0
Doing my masters. When will you buy a bb cos i have for sale and how's bf,258 0 265 477 0,0
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",0 2303 3461 4089 64 7679 0 4096,0
I'm vivek:)i got call from your number.,12513 16347,0
Why didn't u call on your lunch?,0,0
"What i mean was i left too early to check, cos i'm working a 9-6.",123 27 12 0 108 3,0
I want  &lt;#&gt;  rs da:)do you have it?,0,0
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",1056 1 1587 513 1335 1407 776 1 1877,0
I want to see your pretty pussy...,32768,0
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,34816 53388 6144 65439 3584 28273 0,1
"A few people are at the game, I'm at the mall with iouri and kaila",262721 118912,0
URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,52 167 38 232 64 198 3 199 255 0 0 32 215 255,1
You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,128 239 15 68 66 111 0 15 7 72 24 129,1
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,70 108 0 68 0 64 41 54 7 111 2 0 78,0
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,2116 8 768 0 0 1 2890,0
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,928 0 664 0 405 0 835 623 144,0
Hey come online! Use msn... We are all there,64 30 79 40,0
